# Pathway	Ext_86_JH277_Abundance
UNMAPPED	20704715.7869960330
UNINTEGRATED	43122288.1149431244
UNINTEGRATED|unclassified	12225944.7732514124
UNINTEGRATED|g__Blautia.s__Blautia_obeum	2380865.0262439074
UNINTEGRATED|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	2353539.8515364602
UNINTEGRATED|g__Blautia.s__Ruminococcus_torques	1942618.9863863066
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1428602.0701043482
UNINTEGRATED|g__Blautia.s__Blautia_wexlerae	1372418.7053587702
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis	1068751.6161062063
UNINTEGRATED|g__Prevotella.s__Prevotella_copri	988356.0654437544
UNINTEGRATED|g__Akkermansia.s__Akkermansia_muciniphila	979126.4107128760
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_lactaris	953289.4017728881
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	834482.6294880176
UNINTEGRATED|g__Coprococcus.s__Coprococcus_eutactus	823235.6521867610
UNINTEGRATED|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	806881.2167409668
UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes	806395.3267307705
UNINTEGRATED|g__Bacteroides.s__Bacteroides_vulgatus	804888.7345173934
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_bromii	741170.7682212529
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_distasonis	713342.2834597989
UNINTEGRATED|g__Dorea.s__Dorea_longicatena	713321.0778642461
UNINTEGRATED|g__Roseburia.s__Roseburia_inulinivorans	671436.8603567459
UNINTEGRATED|g__Bacteroides.s__Bacteroides_dorei	648889.5565269487
UNINTEGRATED|g__Dorea.s__Dorea_formicigenerans	638789.0709483064
UNINTEGRATED|g__Holdemanella.s__Holdemanella_biformis	633889.5911309340
UNINTEGRATED|g__Eubacterium.s__Eubacterium_hallii	565057.2458266411
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus	493397.9019535635
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_merdae	463032.1780501541
UNINTEGRATED|g__Eubacterium.s__Eubacterium_ramulus	413892.3894750631
UNINTEGRATED|g__Roseburia.s__Roseburia_hominis	405066.0006512249
UNINTEGRATED|g__Bacteroides.s__Bacteroides_thetaiotaomicron	392052.8067100662
UNINTEGRATED|g__Gemmiger.s__Gemmiger_formicilis	315262.8644891789
